"","gene","name","Superclass_x","Class_x","Subclass_x"
"1362","RVBD3267","","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1363","RVBD3273","","Miscellaneous","Miscellaneous",""
"1364","RVBD3274c","fadE25","Miscellaneous","Miscellaneous",""
"1365","RVBD3275c","purE","Metabolism","Nucleosides and Nucleotides","Purines"
"1366","RVBD3276c","purK","Metabolism","Nucleosides and Nucleotides","Purines"
"1367","RVBD3279c","birA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1368","RVBD3280","accD5","","","Fatty_acids"
"1369","RVBD3282","maf","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1370","RVBD3283","sseA","Metabolism","Sulfur Metabolism",""
"1371","RVBD3284","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Fe-S_clusters"
"1372","RVBD3285","accA3","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1373","RVBD3285","accA3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1374","RVBD3291c","","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1375","RVBD3293","pcd","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1376","RVBD3293","pcd","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1377","RVBD3300c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1378","RVBD3301c","phoY1","Metabolism","Phosphate Metabolism",""
"1379","RVBD3302c","glpD2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"1380","RVBD3303c","lpdA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1381","RVBD3304","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"1382","RVBD3307","deoD","Metabolism","Nucleosides and Nucleotides",""
"1383","RVBD3309c","upp","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"1384","RVBD3315c","cdd","Metabolism","Nucleosides and Nucleotides","Purines"
"1385","RVBD3316","sdhC","Energy","Respiration","Electron_donating_reactions"
"1386","RVBD3317","sdhD","Energy","Respiration","Electron_donating_reactions"
"1387","RVBD3318","sdhA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1388","RVBD3318","sdhA","Energy","Respiration","Electron_donating_reactions"
"1389","RVBD3319","sdhB","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1390","RVBD3319","sdhB","Energy","Respiration","Electron_donating_reactions"
"1391","RVBD3320c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1392","RVBD3323c","moaX","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1393","RVBD3324c","moaC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1394","RVBD3329","","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1395","RVBD3336c","trpS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1396","RVBD3339c","icd1","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1397","RVBD3341","metA","","","Lysine,_threonine,_methionine,_and_cysteine"
"1398","RVBD3356c","folD","Metabolism","Carbohydrates","C-1_compound_metabolism"
"1399","RVBD3356c","folD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1400","RVBD3357","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1401","RVBD3358","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1402","RVBD3361c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1403","RVBD3362c","","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1404","RVBD3363c","","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1405","RVBD3364c","","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1406","RVBD3365c","","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1407","RVBD3366","spoU","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1408","RVBD3371","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1409","RVBD3372","otsB2","","","Central_Metabolism"
"1410","RVBD3375","amiD","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1411","RVBD3379c","dxs2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1412","RVBD3379c","dxs2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"1413","RVBD3382c","lytB1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1414","RVBD3383c","idsB","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1415","RVBD3384c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1416","RVBD3392c","cmaA1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1417","RVBD3393","iunH","Metabolism","Nucleosides and Nucleotides","Purines"
"1418","RVBD3396c","guaA","Metabolism","Nucleosides and Nucleotides","Purines"
"1419","RVBD3398c","idsA1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1420","RVBD3399","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"1421","RVBD3408","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"1422","RVBD3409c","choD","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1423","RVBD3411c","guaB2","Metabolism","Nucleosides and Nucleotides","Purines"
"1424","RVBD3417c","groEL","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1425","RVBD3418c","groES","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1426","RVBD3419c","gcp","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1427","RVBD3419c","gcp","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1428","RVBD3421c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1429","RVBD3422c","","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1430","RVBD3423c","alr","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1431","RVBD3423c","alr","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1432","RVBD3433c","","Metabolism","Metabolite damage and its repair or mitigation",""
"1433","RVBD3436c","glmS","","","Central_Metabolism"
"1434","RVBD3441c","mrsA","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1435","RVBD3442c","rpsI","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1436","RVBD3443c","rplM","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1437","RVBD3444c","esxT","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1438","RVBD3445c","esxU","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1439","RVBD3446c","","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1440","RVBD3447c","","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1441","RVBD3448","","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1442","RVBD3449","mycP4","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1443","RVBD3450c","","Membrane Transport","Membrane Transport","Protein_secretion_system,_Type_VII"
"1444","RVBD3455c","truA","RNA Processing","RNA Processing","RNA_processing_and_modification"
"1445","RVBD3456c","rplQ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1446","RVBD3457c","rpoA","RNA Processing","RNA Processing","Transcription"
"1447","RVBD3459c","rpsK","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1448","RVBD3460c","rpsM","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1449","RVBD3461c","rpmJ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"1450","RVBD3462c","infA","Protein Processing","Protein Synthesis","Translation"
"1451","RVBD3462c","infA","Cellular Processes","Cell Cycle, Cell Division and Death",""
"1452","RVBD3464","rmlB","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"1453","RVBD3465","rmlC","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"1454","RVBD3468c","","Metabolism","Carbohydrates","Di-_and_oligosaccharides"
"1455","RVBD3471c","","Metabolism","Carbohydrates","Monosaccharides"
"1456","RVBD3480c","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"1457","RVBD3484","cpsA","Regulation And Cell Signaling","Regulation and Cell signaling",""
"1458","RVBD3490","otsA","","","Central_Metabolism"
"1459","RVBD3492c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1460","RVBD3493c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1461","RVBD3494c","mce4F","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1462","RVBD3495c","lprN","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1463","RVBD3496c","mce4D","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1464","RVBD3497c","mce4C","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1465","RVBD3498c","mce4B","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1466","RVBD3499c","mce4A","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1467","RVBD3500c","yrbE4B","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1468","RVBD3501c","yrbE4A","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"1469","RVBD3504","fadE26","Miscellaneous","Miscellaneous",""
"1470","RVBD3505","fadE27","Miscellaneous","Miscellaneous",""
"1471","RVBD3506","fadD17","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1472","RVBD3506","fadD17","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1473","RVBD3513c","fadD18","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1474","RVBD3513c","fadD18","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1475","RVBD3515c","fadD19","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1476","RVBD3515c","fadD19","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1477","RVBD3518c","cyp142","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1478","RVBD3525c","","Miscellaneous","Miscellaneous",""
"1479","RVBD3526","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1480","RVBD3537","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1481","RVBD3540c","ltp2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1482","RVBD3541c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1483","RVBD3542c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1484","RVBD3543c","fadE29","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1485","RVBD3543c","fadE29","Miscellaneous","Miscellaneous",""
"1486","RVBD3544c","fadE28","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1487","RVBD3544c","fadE28","Miscellaneous","Miscellaneous",""
"1488","RVBD3545c","cyp125","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1489","RVBD3546","fadA5","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"1490","RVBD3551","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1491","RVBD3552","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1492","RVBD3553","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1493","RVBD3560c","fadE30","Miscellaneous","Miscellaneous",""
"1494","RVBD3561","fadD3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"1495","RVBD3561","fadD3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1496","RVBD3562","fadE31","Miscellaneous","Miscellaneous",""
"1497","RVBD3563","fadE32","Miscellaneous","Miscellaneous",""
"1498","RVBD3564","fadE33","Miscellaneous","Miscellaneous",""
"1499","RVBD3565","aspB","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"1500","RVBD3565","aspB","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"1501","RVBD3567c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1502","RVBD3568c","bphC","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1503","RVBD3569c","bphD","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1504","RVBD3570c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1505","RVBD3573c","fadE34","Miscellaneous","Miscellaneous",""
"1506","RVBD3574","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"1507","RVBD3580c","cysS1","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1508","RVBD3581c","ispF","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1509","RVBD3582c","ispD","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"1510","RVBD3583c","RVBD3583c","","","Regulation_Transcription"
"1511","RVBD3585","radA","DNA Processing","DNA Processing","DNA_repair"
"1512","RVBD3586","","DNA Processing","DNA Processing","DNA_repair"
"1513","RVBD3588c","","Miscellaneous","Miscellaneous",""
"1514","RVBD3589","mutY","DNA Processing","DNA Processing","DNA_repair"
"1515","RVBD3596c","clpC1","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"1516","RVBD3598c","lysS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"1517","RVBD3600c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1518","RVBD3601c","panD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1519","RVBD3601c","panD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1520","RVBD3602c","panC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1521","RVBD3602c","panC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1522","RVBD3603c","RVBD3603c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"1523","RVBD3603c","RVBD3603c","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1524","RVBD3605c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1525","RVBD3606c","folK","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1526","RVBD3607c","folB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1527","RVBD3608c","folP1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1528","RVBD3608c","folP1","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"1529","RVBD3609c","folE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1530","RVBD3610c","ftsH","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1531","RVBD3624c","hpt","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1532","RVBD3625c","mesJ","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"1533","RVBD3631","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1534","RVBD3632","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"1535","RVBD3634c","galE1","Metabolism","Carbohydrates","Di-_and_oligosaccharides"
"1536","RVBD3644c","RVBD3644c","","","DNA_replication"
"1537","RVBD3646c","topA","","","DNA_replication"
"1538","RVBD3648c","cspA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1539","RVBD3661","","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"1540","RVBD3663c","dppD","Membrane Transport","Membrane Transport","ABC_transporters"
"1541","RVBD3664c","dppC","Membrane Transport","Membrane Transport","ABC_transporters"
