"","start","end","strand","geneID","start_norm","end_norm"
"88741",7043853,7044170,"+","RVBD2142c_as",2402201,2402518
"8878",7044167,7044382,"-","RVBD2142A",2402515,2402730
"88781",7044167,7044382,"+","RVBD2142A_as",2402515,2402730
"2220",7044382,7044637,"+","RVBD2142A-RVBD2143 intergenic region",2402730,2402985
"22201",7044382,7044637,"-","RVBD2142A-RVBD2143 intergenic region_as",2402730,2402985
"8882",7044637,7045695,"+","RVBD2143",2402985,2404043
"88821",7044637,7045695,"-","RVBD2143_as",2402985,2404043
"2221",7045695,7045825,"+","RVBD2143-RVBD2144c intergenic region",2404043,2404173
"22211",7045695,7045825,"-","RVBD2143-RVBD2144c intergenic region_as",2404043,2404173
"8886",7045825,7046181,"-","RVBD2144c",2404173,2404529
"88861",7045825,7046181,"+","RVBD2144c_as",2404173,2404529
"22221",7046181,7046276,"+","RVBD2144c-RVBD2145c intergenic region",2404529,2404624
"222211",7046181,7046276,"-","RVBD2144c-RVBD2145c intergenic region_as",2404529,2404624
"8890",7046276,7047058,"-","RVBD2145c",2404624,2405406
"88901",7046276,7047058,"+","RVBD2145c_as",2404624,2405406
"2223",7047058,7047326,"+","RVBD2145c-RVBD2146c intergenic region",2405406,2405674
"22231",7047058,7047326,"-","RVBD2145c-RVBD2146c intergenic region_as",2405406,2405674
"8894",7047326,7047616,"-","RVBD2146c",2405674,2405964
"88941",7047326,7047616,"+","RVBD2146c_as",2405674,2405964
"2224",7047616,7047778,"+","RVBD2146c-RVBD2147c intergenic region",2405964,2406126
"22241",7047616,7047778,"-","RVBD2146c-RVBD2147c intergenic region_as",2405964,2406126
"8898",7047778,7048503,"-","RVBD2147c",2406126,2406851
"88981",7047778,7048503,"+","RVBD2147c_as",2406126,2406851
"8902",7048500,7049276,"-","RVBD2148c",2406848,2407624
"89021",7048500,7049276,"+","RVBD2148c_as",2406848,2407624
"22261",7049276,7049282,"+","RVBD2148c-RVBD2149c intergenic region",2407624,2407630
"222611",7049276,7049282,"-","RVBD2148c-RVBD2149c intergenic region_as",2407624,2407630
"8906",7049282,7050034,"-","RVBD2149c",2407630,2408382
"89061",7049282,7050034,"+","RVBD2149c_as",2407630,2408382
"2227",7050034,7050045,"+","RVBD2149c-RVBD2150c intergenic region",2408382,2408393
"22271",7050034,7050045,"-","RVBD2149c-RVBD2150c intergenic region_as",2408382,2408393
"8910",7050045,7051184,"-","RVBD2150c",2408393,2409532
"89101",7050045,7051184,"+","RVBD2150c_as",2408393,2409532
"2228",7051184,7051357,"+","RVBD2150c-RVBD2151c intergenic region",2409532,2409705
"22281",7051184,7051357,"-","RVBD2150c-RVBD2151c intergenic region_as",2409532,2409705
"8914",7051357,7052301,"-","RVBD2151c",2409705,2410649
"89141",7051357,7052301,"+","RVBD2151c_as",2409705,2410649
"8918",7052298,7053782,"-","RVBD2152c",2410646,2412130
"89181",7052298,7053782,"+","RVBD2152c_as",2410646,2412130
"8922",7053779,7055011,"-","RVBD2153c",2412127,2413359
"89221",7053779,7055011,"+","RVBD2153c_as",2412127,2413359
"8926",7055008,7056582,"-","RVBD2154c",2413356,2414930
"89261",7055008,7056582,"+","RVBD2154c_as",2413356,2414930
"2232",7056582,7056594,"+","RVBD2154c-RVBD2155c intergenic region",2414930,2414942
"22321",7056582,7056594,"-","RVBD2154c-RVBD2155c intergenic region_as",2414930,2414942
"8930",7056594,7058054,"-","RVBD2155c",2414942,2416402
"89301",7056594,7058054,"+","RVBD2155c_as",2414942,2416402
"2233",7058054,7058056,"+","RVBD2155c-RVBD2156c intergenic region",2416402,2416404
"22331",7058054,7058056,"-","RVBD2155c-RVBD2156c intergenic region_as",2416402,2416404
"8934",7058056,7059135,"-","RVBD2156c",2416404,2417483
"89341",7058056,7059135,"+","RVBD2156c_as",2416404,2417483
"8938",7059132,7060664,"-","RVBD2157c",2417480,2419012
"89381",7059132,7060664,"+","RVBD2157c_as",2417480,2419012
"8942",7060661,7062268,"-","RVBD2158c",2419009,2420616
"89421",7060661,7062268,"+","RVBD2158c_as",2419009,2420616
"2236",7062268,7062291,"+","RVBD2158c-RVBD2159c intergenic region",2420616,2420639
"22361",7062268,7062291,"-","RVBD2158c-RVBD2159c intergenic region_as",2420616,2420639
"8946",7062291,7063325,"-","RVBD2159c",2420639,2421673
"89461",7062291,7063325,"+","RVBD2159c_as",2420639,2421673
"8950",7063322,7063663,"-","RVBD2160A",2421670,2422011
"89501",7063322,7063663,"+","RVBD2160A_as",2421670,2422011
"22381",7063663,7063931,"+","RVBD2160A-RVBD2161c intergenic region",2422011,2422279
"223811",7063663,7063931,"-","RVBD2160A-RVBD2161c intergenic region_as",2422011,2422279
"8954",7063931,7064797,"-","RVBD2161c",2422279,2423145
"89541",7063931,7064797,"+","RVBD2161c_as",2422279,2423145
"2239",7064797,7064900,"+","RVBD2161c-RVBD2162c intergenic region",2423145,2423248
"22391",7064797,7064900,"-","RVBD2161c-RVBD2162c intergenic region_as",2423145,2423248
"8958",7064900,7066498,"-","RVBD2162c",2423248,2424846
"89581",7064900,7066498,"+","RVBD2162c_as",2423248,2424846
"2240",7066498,7066708,"+","RVBD2162c-RVBD2163c intergenic region",2424846,2425056
"22401",7066498,7066708,"-","RVBD2162c-RVBD2163c intergenic region_as",2424846,2425056
"8962",7066708,7068747,"-","RVBD2163c",2425056,2427095
"89621",7066708,7068747,"+","RVBD2163c_as",2425056,2427095
"8966",7068744,7069898,"-","RVBD2164c",2427092,2428246
"89661",7068744,7069898,"+","RVBD2164c_as",2427092,2428246
"8970",7069895,7071085,"-","RVBD2165c",2428243,2429433
"89701",7069895,7071085,"+","RVBD2165c_as",2428243,2429433
"2243",7071085,7071087,"+","RVBD2165c-RVBD2166c intergenic region",2429433,2429435
"22431",7071085,7071087,"-","RVBD2165c-RVBD2166c intergenic region_as",2429433,2429435
"8974",7071087,7071518,"-","RVBD2166c",2429435,2429866
"89741",7071087,7071518,"+","RVBD2166c_as",2429435,2429866
"2244",7071518,7071819,"+","RVBD2166c-RVBD2167c intergenic region",2429866,2430167
"22441",7071518,7071819,"-","RVBD2166c-RVBD2167c intergenic region_as",2429866,2430167
"8978",7071819,7072703,"-","RVBD2167c",2430167,2431051
"89781",7071819,7072703,"+","RVBD2167c_as",2430167,2431051
"2245",7072703,7072754,"+","RVBD2167c-RVBD2168c intergenic region",2431051,2431102
"22451",7072703,7072754,"-","RVBD2167c-RVBD2168c intergenic region_as",2431051,2431102
"8982",7072754,7073080,"-","RVBD2168c",2431102,2431428
"89821",7072754,7073080,"+","RVBD2168c_as",2431102,2431428
"22461",7073080,7073225,"+","RVBD2168c-RVBD2169c intergenic region",2431428,2431573
"224611",7073080,7073225,"-","RVBD2168c-RVBD2169c intergenic region_as",2431428,2431573
"8986",7073225,7073629,"-","RVBD2169c",2431573,2431977
"89861",7073225,7073629,"+","RVBD2169c_as",2431573,2431977
"2247",7073629,7073895,"+","RVBD2169c-RVBD2170 intergenic region",2431977,2432243
"22471",7073629,7073895,"-","RVBD2169c-RVBD2170 intergenic region_as",2431977,2432243
"8990",7073895,7074515,"+","RVBD2170",2432243,2432863
"89901",7073895,7074515,"-","RVBD2170_as",2432243,2432863
"2248",7074515,7074611,"+","RVBD2170-RVBD2171 intergenic region",2432863,2432959
"22481",7074515,7074611,"-","RVBD2170-RVBD2171 intergenic region_as",2432863,2432959
"8994",7074611,7075294,"+","RVBD2171",2432959,2433642
"89941",7074611,7075294,"-","RVBD2171_as",2432959,2433642
"8998",7075291,7076196,"-","RVBD2172c",2433639,2434544
"89981",7075291,7076196,"+","RVBD2172c_as",2433639,2434544
"22501",7076196,7076507,"+","RVBD2172c-RVBD2173 intergenic region",2434544,2434855
"225011",7076196,7076507,"-","RVBD2172c-RVBD2173 intergenic region_as",2434544,2434855
"9002",7076507,7077565,"+","RVBD2173",2434855,2435913
"90021",7076507,7077565,"-","RVBD2173_as",2434855,2435913
"2251",7077565,7077569,"+","RVBD2173-RVBD2174 intergenic region",2435913,2435917
"22511",7077565,7077569,"-","RVBD2173-RVBD2174 intergenic region_as",2435913,2435917
"9006",7077569,7079119,"+","RVBD2174",2435917,2437467
"90061",7077569,7079119,"-","RVBD2174_as",2435917,2437467
"9010",7079106,7079546,"-","RVBD2175c",2437454,2437894
"90101",7079106,7079546,"+","RVBD2175c_as",2437454,2437894
"2253",7079546,7079601,"+","RVBD2175c-RVBD2176 intergenic region",2437894,2437949
"22531",7079546,7079601,"-","RVBD2175c-RVBD2176 intergenic region_as",2437894,2437949
"9014",7079601,7080800,"+","RVBD2176",2437949,2439148
"90141",7079601,7080800,"-","RVBD2176_as",2437949,2439148
"22541",7080800,7080942,"+","RVBD2176-RVBD2177c intergenic region",2439148,2439290
"225411",7080800,7080942,"-","RVBD2176-RVBD2177c intergenic region_as",2439148,2439290
"9018",7080942,7081607,"-","RVBD2177c",2439290,2439955
"90181",7080942,7081607,"+","RVBD2177c_as",2439290,2439955
"2255",7081607,7081992,"+","RVBD2177c-RVBD2178c intergenic region",2439955,2440340
"22551",7081607,7081992,"-","RVBD2177c-RVBD2178c intergenic region_as",2439955,2440340
"9022",7081992,7083380,"-","RVBD2178c",2440340,2441728
"90221",7081992,7083380,"+","RVBD2178c_as",2440340,2441728
"2256",7083380,7083471,"+","RVBD2178c-RVBD2179c intergenic region",2441728,2441819
"22561",7083380,7083471,"-","RVBD2178c-RVBD2179c intergenic region_as",2441728,2441819
"9026",7083471,7083977,"-","RVBD2179c",2441819,2442325
"90261",7083471,7083977,"+","RVBD2179c_as",2441819,2442325
"2257",7083977,7083987,"+","RVBD2179c-RVBD2180c intergenic region",2442325,2442335
"22571",7083977,7083987,"-","RVBD2179c-RVBD2180c intergenic region_as",2442325,2442335
"9030",7083987,7084874,"-","RVBD2180c",2442335,2443222
"90301",7083987,7084874,"+","RVBD2180c_as",2442335,2443222
"22581",7084874,7084962,"+","RVBD2180c-RVBD2181 intergenic region",2443222,2443310
"225811",7084874,7084962,"-","RVBD2180c-RVBD2181 intergenic region_as",2443222,2443310
"9034",7084962,7086245,"+","RVBD2181",2443310,2444593
"90341",7084962,7086245,"-","RVBD2181_as",2443310,2444593
"2259",7086245,7086246,"+","RVBD2181-RVBD2182c intergenic region",2444593,2444594
"22591",7086245,7086246,"-","RVBD2181-RVBD2182c intergenic region_as",2444593,2444594
"9038",7086246,7086989,"-","RVBD2182c",2444594,2445337
"90381",7086246,7086989,"+","RVBD2182c_as",2444594,2445337
"2260",7086989,7087075,"+","RVBD2182c-RVBD2183c intergenic region",2445337,2445423
"22601",7086989,7087075,"-","RVBD2182c-RVBD2183c intergenic region_as",2445337,2445423
"9042",7087075,7087470,"-","RVBD2183c",2445423,2445818
"90421",7087075,7087470,"+","RVBD2183c_as",2445423,2445818
"9046",7087467,7088606,"-","RVBD2184c",2445815,2446954
"90461",7087467,7088606,"+","RVBD2184c_as",2445815,2446954
"22621",7088606,7088726,"+","RVBD2184c-RVBD2185c intergenic region",2446954,2447074
"226211",7088606,7088726,"-","RVBD2184c-RVBD2185c intergenic region_as",2446954,2447074
"9050",7088726,7089160,"-","RVBD2185c",2447074,2447508
"90501",7088726,7089160,"+","RVBD2185c_as",2447074,2447508
"2263",7089160,7089265,"+","RVBD2185c-RVBD2186c intergenic region",2447508,2447613
"22631",7089160,7089265,"-","RVBD2185c-RVBD2186c intergenic region_as",2447508,2447613
"9054",7089265,7089654,"-","RVBD2186c",2447613,2448002
"90541",7089265,7089654,"+","RVBD2186c_as",2447613,2448002
"2264",7089654,7089820,"+","RVBD2186c-RVBD2187 intergenic region",2448002,2448168
"22641",7089654,7089820,"-","RVBD2186c-RVBD2187 intergenic region_as",2448002,2448168
"9058",7089820,7091622,"+","RVBD2187",2448168,2449970
"90581",7089820,7091622,"-","RVBD2187_as",2448168,2449970
"2265",7091622,7091653,"+","RVBD2187-RVBD2188c intergenic region",2449970,2450001
"22651",7091622,7091653,"-","RVBD2187-RVBD2188c intergenic region_as",2449970,2450001
"9062",7091653,7092810,"-","RVBD2188c",2450001,2451158
"90621",7091653,7092810,"+","RVBD2188c_as",2450001,2451158
"22661",7092810,7092907,"+","RVBD2188c-RVBD2189c intergenic region",2451158,2451255
"226611",7092810,7092907,"-","RVBD2188c-RVBD2189c intergenic region_as",2451158,2451255
"9066",7092907,7093680,"-","RVBD2189c",2451255,2452028
"90661",7092907,7093680,"+","RVBD2189c_as",2451255,2452028
"2267",7093680,7093775,"+","RVBD2189c-RVBD2190c intergenic region",2452028,2452123
"22671",7093680,7093775,"-","RVBD2189c-RVBD2190c intergenic region_as",2452028,2452123
"9070",7093775,7094932,"-","RVBD2190c",2452123,2453280
"90701",7093775,7094932,"+","RVBD2190c_as",2452123,2453280
"2268",7094932,7095118,"+","RVBD2190c-RVBD2190Ac intergenic region",2453280,2453466
"22681",7094932,7095118,"-","RVBD2190c-RVBD2190Ac intergenic region_as",2453280,2453466
"9074",7095118,7095396,"-","RVBD2190Ac",2453466,2453744
"90741",7095118,7095396,"+","RVBD2190Ac_as",2453466,2453744
"2269",7095396,7095479,"+","RVBD2190Ac-RVBD2191 intergenic region",2453744,2453827
"22691",7095396,7095479,"-","RVBD2190Ac-RVBD2191 intergenic region_as",2453744,2453827
"9078",7095479,7097416,"+","RVBD2191",2453827,2455764
"90781",7095479,7097416,"-","RVBD2191_as",2453827,2455764
"9082",7097291,7098403,"-","RVBD2192c",2455639,2456751
"90821",7097291,7098403,"+","RVBD2192c_as",2455639,2456751
"2271",7098403,7098561,"+","RVBD2192c-RVBD2193 intergenic region",2456751,2456909
"22711",7098403,7098561,"-","RVBD2192c-RVBD2193 intergenic region_as",2456751,2456909
"9086",7098561,7099172,"+","RVBD2193",2456909,2457520
"90861",7098561,7099172,"-","RVBD2193_as",2456909,2457520
"2272",7099172,7099213,"+","RVBD2193-RVBD2194 intergenic region",2457520,2457561
"22721",7099172,7099213,"-","RVBD2193-RVBD2194 intergenic region_as",2457520,2457561
"9090",7099213,7100055,"+","RVBD2194",2457561,2458403
"90901",7099213,7100055,"-","RVBD2194_as",2457561,2458403
"9094",7100052,7101341,"+","RVBD2195",2458400,2459689
"90941",7100052,7101341,"-","RVBD2195_as",2458400,2459689
"9098",7101338,7102987,"+","RVBD2196",2459686,2461335
"90981",7101338,7102987,"-","RVBD2196_as",2459686,2461335
"2275",7102987,7103164,"+","RVBD2196-RVBD2197c intergenic region",2461335,2461512
"22751",7102987,7103164,"-","RVBD2196-RVBD2197c intergenic region_as",2461335,2461512
"9102",7103164,7103808,"-","RVBD2197c",2461512,2462156
"91021",7103164,7103808,"+","RVBD2197c_as",2461512,2462156
"9106",7103808,7104707,"-","RVBD2198c",2462156,2463055
"2276",7103808,7103808,"+","RVBD2197c-RVBD2198c intergenic region",2462156,2462156
"91061",7103808,7104707,"+","RVBD2198c_as",2462156,2463055
"22761",7103808,7103808,"-","RVBD2197c-RVBD2198c intergenic region_as",2462156,2462156
"2277",7104707,7104893,"+","RVBD2198c-RVBD2199c intergenic region",2463055,2463241
"22771",7104707,7104893,"-","RVBD2198c-RVBD2199c intergenic region_as",2463055,2463241
"9110",7104893,7105312,"-","RVBD2199c",2463241,2463660
"91101",7104893,7105312,"+","RVBD2199c_as",2463241,2463660
"22781",7105312,7105320,"+","RVBD2199c-RVBD2200c intergenic region",2463660,2463668
"227811",7105312,7105320,"-","RVBD2199c-RVBD2200c intergenic region_as",2463660,2463668
"9114",7105320,7106411,"-","RVBD2200c",2463668,2464759
"91141",7105320,7106411,"+","RVBD2200c_as",2463668,2464759
"2279",7106411,7106657,"+","RVBD2200c-RVBD2201 intergenic region",2464759,2465005
"22791",7106411,7106657,"-","RVBD2200c-RVBD2201 intergenic region_as",2464759,2465005
"9118",7106657,7108615,"+","RVBD2201",2465005,2466963
"91181",7106657,7108615,"-","RVBD2201_as",2465005,2466963
"2280",7108615,7108713,"+","RVBD2201-RVBD2202c intergenic region",2466963,2467061
"22801",7108615,7108713,"-","RVBD2201-RVBD2202c intergenic region_as",2466963,2467061
"9122",7108713,7109687,"-","RVBD2202c",2467061,2468035
"91221",7108713,7109687,"+","RVBD2202c_as",2467061,2468035
"2281",7109687,7109891,"+","RVBD2202c-RVBD2203 intergenic region",2468035,2468239
"22811",7109687,7109891,"-","RVBD2202c-RVBD2203 intergenic region_as",2468035,2468239
"9126",7109891,7110583,"+","RVBD2203",2468239,2468931
"91261",7109891,7110583,"-","RVBD2203_as",2468239,2468931
"22821",7110583,7110591,"+","RVBD2203-RVBD2204c intergenic region",2468931,2468939
"228211",7110583,7110591,"-","RVBD2203-RVBD2204c intergenic region_as",2468931,2468939
"9130",7110591,7110947,"-","RVBD2204c",2468939,2469295
"91301",7110591,7110947,"+","RVBD2204c_as",2468939,2469295
"2283",7110947,7111047,"+","RVBD2204c-RVBD2205c intergenic region",2469295,2469395
"22831",7110947,7111047,"-","RVBD2204c-RVBD2205c intergenic region_as",2469295,2469395
"9134",7111047,7112123,"-","RVBD2205c",2469395,2470471
"91341",7111047,7112123,"+","RVBD2205c_as",2469395,2470471
"2284",7112123,7112282,"+","RVBD2205c-RVBD2206 intergenic region",2470471,2470630
"22841",7112123,7112282,"-","RVBD2205c-RVBD2206 intergenic region_as",2470471,2470630
"9138",7112282,7112992,"+","RVBD2206",2470630,2471340
"91381",7112282,7112992,"-","RVBD2206_as",2470630,2471340
"2285",7112992,7113071,"+","RVBD2206-RVBD2207 intergenic region",2471340,2471419
"22851",7112992,7113071,"-","RVBD2206-RVBD2207 intergenic region_as",2471340,2471419
"9142",7113071,7114156,"+","RVBD2207",2471419,2472504
"91421",7113071,7114156,"-","RVBD2207_as",2471419,2472504
"9146",7114153,7114902,"+","RVBD2208",2472501,2473250
"91461",7114153,7114902,"-","RVBD2208_as",2472501,2473250
"2287",7114902,7115060,"+","RVBD2208-RVBD2209 intergenic region",2473250,2473408
"22871",7114902,7115060,"-","RVBD2208-RVBD2209 intergenic region_as",2473250,2473408
"9150",7115060,7116598,"+","RVBD2209",2473408,2474946
"91501",7115060,7116598,"-","RVBD2209_as",2473408,2474946
"9154",7116524,7117630,"-","RVBD2210c",2474872,2475978
"91541",7116524,7117630,"+","RVBD2210c_as",2474872,2475978
"2289",7117630,7117702,"+","RVBD2210c-RVBD2211c intergenic region",2475978,2476050
"22891",7117630,7117702,"-","RVBD2210c-RVBD2211c intergenic region_as",2475978,2476050
"9158",7117702,7118841,"-","RVBD2211c",2476050,2477189
"91581",7117702,7118841,"+","RVBD2211c_as",2476050,2477189
"22901",7118841,7118850,"+","RVBD2211c-RVBD2212 intergenic region",2477189,2477198
"229011",7118841,7118850,"-","RVBD2211c-RVBD2212 intergenic region_as",2477189,2477198
"9162",7118850,7119986,"+","RVBD2212",2477198,2478334
"91621",7118850,7119986,"-","RVBD2212_as",2477198,2478334
"2291",7119986,7119998,"+","RVBD2212-RVBD2213 intergenic region",2478334,2478346
"22911",7119986,7119998,"-","RVBD2212-RVBD2213 intergenic region_as",2478334,2478346
"9166",7119998,7121545,"+","RVBD2213",2478346,2479893
"91661",7119998,7121545,"-","RVBD2213_as",2478346,2479893
"2292",7121545,7121583,"+","RVBD2213-RVBD2214c intergenic region",2479893,2479931
"22921",7121545,7121583,"-","RVBD2213-RVBD2214c intergenic region_as",2479893,2479931
"9170",7121583,7123361,"-","RVBD2214c",2479931,2481709
"91701",7121583,7123361,"+","RVBD2214c_as",2479931,2481709
"2293",7123361,7123625,"+","RVBD2214c-RVBD2215 intergenic region",2481709,2481973
"22931",7123361,7123625,"-","RVBD2214c-RVBD2215 intergenic region_as",2481709,2481973
"9174",7123625,7125286,"+","RVBD2215",2481973,2483634
"91741",7123625,7125286,"-","RVBD2215_as",2481973,2483634
"9178",7125286,7126191,"+","RVBD2216",2483634,2484539
"22941",7125286,7125286,"+","RVBD2215-RVBD2216 intergenic region",2483634,2483634
"91781",7125286,7126191,"-","RVBD2216_as",2483634,2484539
"229411",7125286,7125286,"-","RVBD2215-RVBD2216 intergenic region_as",2483634,2483634
"2295",7126191,7126244,"+","RVBD2216-RVBD2217 intergenic region",2484539,2484592
"22951",7126191,7126244,"-","RVBD2216-RVBD2217 intergenic region_as",2484539,2484592
"9182",7126244,7126936,"+","RVBD2217",2484592,2485284
"91821",7126244,7126936,"-","RVBD2217_as",2484592,2485284
"9186",7126933,7127868,"+","RVBD2218",2485281,2486216
"91861",7126933,7127868,"-","RVBD2218_as",2485281,2486216
"2297",7127868,7127895,"+","RVBD2218-RVBD2219 intergenic region",2486216,2486243
"22971",7127868,7127895,"-","RVBD2218-RVBD2219 intergenic region_as",2486216,2486243
"9190",7127895,7128647,"+","RVBD2219",2486243,2486995
"91901",7127895,7128647,"-","RVBD2219_as",2486243,2486995
"22981",7128647,7128654,"+","RVBD2219-RVBD2219A intergenic region",2486995,2487002
"229811",7128647,7128654,"-","RVBD2219-RVBD2219A intergenic region_as",2486995,2487002
