"","start","end","strand","seqnames","unique_row_ID"
"4605",7172752,7173302,"+","H37Rv",9207
"12626",7172752,7173302,"-","H37Rv",9208
"4606",7173302,7173852,"+","H37Rv",9209
"12627",7173302,7173852,"-","H37Rv",9210
"4607",7173852,7174402,"+","H37Rv",9211
"12628",7173852,7174402,"-","H37Rv",9212
"4608",7174402,7174952,"+","H37Rv",9213
"12629",7174402,7174952,"-","H37Rv",9214
"4609",7174952,7175502,"+","H37Rv",9215
"12630",7174952,7175502,"-","H37Rv",9216
"4610",7175502,7176052,"+","H37Rv",9217
"12631",7175502,7176052,"-","H37Rv",9218
"4611",7176052,7176602,"+","H37Rv",9219
"12632",7176052,7176602,"-","H37Rv",9220
"4612",7176602,7177152,"+","H37Rv",9221
"12633",7176602,7177152,"-","H37Rv",9222
"4613",7177152,7177702,"+","H37Rv",9223
"12634",7177152,7177702,"-","H37Rv",9224
"4614",7177702,7178252,"+","H37Rv",9225
"12635",7177702,7178252,"-","H37Rv",9226
"4615",7178252,7178802,"+","H37Rv",9227
"12636",7178252,7178802,"-","H37Rv",9228
"4616",7178802,7179352,"+","H37Rv",9229
"12637",7178802,7179352,"-","H37Rv",9230
"4617",7179352,7179902,"+","H37Rv",9231
"12638",7179352,7179902,"-","H37Rv",9232
"4618",7179902,7180452,"+","H37Rv",9233
"12639",7179902,7180452,"-","H37Rv",9234
"4619",7180452,7181002,"+","H37Rv",9235
"12640",7180452,7181002,"-","H37Rv",9236
"4620",7181002,7181552,"+","H37Rv",9237
"12641",7181002,7181552,"-","H37Rv",9238
"4621",7181552,7182102,"+","H37Rv",9239
"12642",7181552,7182102,"-","H37Rv",9240
"4622",7182102,7182652,"+","H37Rv",9241
"12643",7182102,7182652,"-","H37Rv",9242
"4623",7182652,7183202,"+","H37Rv",9243
"12644",7182652,7183202,"-","H37Rv",9244
"4624",7183202,7183752,"+","H37Rv",9245
"12645",7183202,7183752,"-","H37Rv",9246
"4625",7183752,7184302,"+","H37Rv",9247
"12646",7183752,7184302,"-","H37Rv",9248
"4626",7184302,7184852,"+","H37Rv",9249
"12647",7184302,7184852,"-","H37Rv",9250
"4627",7184852,7185402,"+","H37Rv",9251
"12648",7184852,7185402,"-","H37Rv",9252
"4628",7185402,7185952,"+","H37Rv",9253
"12649",7185402,7185952,"-","H37Rv",9254
"4629",7185952,7186502,"+","H37Rv",9255
"12650",7185952,7186502,"-","H37Rv",9256
"4630",7186502,7187052,"+","H37Rv",9257
"12651",7186502,7187052,"-","H37Rv",9258
"4631",7187052,7187602,"+","H37Rv",9259
"12652",7187052,7187602,"-","H37Rv",9260
"4632",7187602,7188152,"+","H37Rv",9261
"12653",7187602,7188152,"-","H37Rv",9262
"4633",7188152,7188702,"+","H37Rv",9263
"12654",7188152,7188702,"-","H37Rv",9264
"4634",7188702,7189252,"+","H37Rv",9265
"12655",7188702,7189252,"-","H37Rv",9266
"4635",7189252,7189802,"+","H37Rv",9267
"12656",7189252,7189802,"-","H37Rv",9268
"4636",7189802,7190352,"+","H37Rv",9269
"12657",7189802,7190352,"-","H37Rv",9270
"4637",7190352,7190902,"+","H37Rv",9271
"12658",7190352,7190902,"-","H37Rv",9272
"4638",7190902,7191452,"+","H37Rv",9273
"12659",7190902,7191452,"-","H37Rv",9274
"4639",7191452,7192002,"+","H37Rv",9275
"12660",7191452,7192002,"-","H37Rv",9276
"4640",7192002,7192552,"+","H37Rv",9277
"12661",7192002,7192552,"-","H37Rv",9278
"4641",7192552,7193102,"+","H37Rv",9279
"12662",7192552,7193102,"-","H37Rv",9280
"4642",7193102,7193652,"+","H37Rv",9281
"12663",7193102,7193652,"-","H37Rv",9282
"4643",7193652,7194202,"+","H37Rv",9283
"12664",7193652,7194202,"-","H37Rv",9284
"4644",7194202,7194752,"+","H37Rv",9285
"12665",7194202,7194752,"-","H37Rv",9286
"4645",7194752,7195302,"+","H37Rv",9287
"12666",7194752,7195302,"-","H37Rv",9288
"4646",7195302,7195852,"+","H37Rv",9289
"12667",7195302,7195852,"-","H37Rv",9290
"4647",7195852,7196402,"+","H37Rv",9291
"12668",7195852,7196402,"-","H37Rv",9292
"4648",7196402,7196952,"+","H37Rv",9293
"12669",7196402,7196952,"-","H37Rv",9294
"4649",7196952,7197502,"+","H37Rv",9295
"12670",7196952,7197502,"-","H37Rv",9296
"4650",7197502,7198052,"+","H37Rv",9297
"12671",7197502,7198052,"-","H37Rv",9298
"4651",7198052,7198602,"+","H37Rv",9299
"12672",7198052,7198602,"-","H37Rv",9300
"4652",7198602,7199152,"+","H37Rv",9301
"12673",7198602,7199152,"-","H37Rv",9302
"4653",7199152,7199702,"+","H37Rv",9303
"12674",7199152,7199702,"-","H37Rv",9304
"4654",7199702,7200252,"+","H37Rv",9305
"12675",7199702,7200252,"-","H37Rv",9306
"4655",7200252,7200802,"+","H37Rv",9307
"12676",7200252,7200802,"-","H37Rv",9308
"4656",7200802,7201352,"+","H37Rv",9309
"12677",7200802,7201352,"-","H37Rv",9310
"4657",7201352,7201902,"+","H37Rv",9311
"12678",7201352,7201902,"-","H37Rv",9312
"4658",7201902,7202452,"+","H37Rv",9313
"12679",7201902,7202452,"-","H37Rv",9314
"4659",7202452,7203002,"+","H37Rv",9315
"12680",7202452,7203002,"-","H37Rv",9316
"4660",7203002,7203552,"+","H37Rv",9317
"12681",7203002,7203552,"-","H37Rv",9318
"4661",7203552,7204102,"+","H37Rv",9319
"12682",7203552,7204102,"-","H37Rv",9320
"4662",7204102,7204652,"+","H37Rv",9321
"12683",7204102,7204652,"-","H37Rv",9322
"4663",7204652,7205202,"+","H37Rv",9323
"12684",7204652,7205202,"-","H37Rv",9324
"4664",7205202,7205752,"+","H37Rv",9325
"12685",7205202,7205752,"-","H37Rv",9326
"4665",7205752,7206302,"+","H37Rv",9327
"12686",7205752,7206302,"-","H37Rv",9328
"4666",7206302,7206852,"+","H37Rv",9329
"12687",7206302,7206852,"-","H37Rv",9330
"4667",7206852,7207402,"+","H37Rv",9331
"12688",7206852,7207402,"-","H37Rv",9332
"4668",7207402,7207952,"+","H37Rv",9333
"12689",7207402,7207952,"-","H37Rv",9334
"4669",7207952,7208502,"+","H37Rv",9335
"12690",7207952,7208502,"-","H37Rv",9336
"4670",7208502,7209052,"+","H37Rv",9337
"12691",7208502,7209052,"-","H37Rv",9338
"4671",7209052,7209602,"+","H37Rv",9339
"12692",7209052,7209602,"-","H37Rv",9340
"4672",7209602,7210152,"+","H37Rv",9341
"12693",7209602,7210152,"-","H37Rv",9342
"4673",7210152,7210702,"+","H37Rv",9343
"12694",7210152,7210702,"-","H37Rv",9344
"4674",7210702,7211252,"+","H37Rv",9345
"12695",7210702,7211252,"-","H37Rv",9346
"4675",7211252,7211802,"+","H37Rv",9347
"12696",7211252,7211802,"-","H37Rv",9348
"4676",7211802,7212352,"+","H37Rv",9349
"12697",7211802,7212352,"-","H37Rv",9350
"4677",7212352,7212902,"+","H37Rv",9351
"12698",7212352,7212902,"-","H37Rv",9352
"4678",7212902,7213452,"+","H37Rv",9353
"12699",7212902,7213452,"-","H37Rv",9354
"4679",7213452,7214002,"+","H37Rv",9355
"12700",7213452,7214002,"-","H37Rv",9356
"4680",7214002,7214552,"+","H37Rv",9357
"12701",7214002,7214552,"-","H37Rv",9358
"4681",7214552,7215102,"+","H37Rv",9359
"12702",7214552,7215102,"-","H37Rv",9360
"4682",7215102,7215652,"+","H37Rv",9361
"12703",7215102,7215652,"-","H37Rv",9362
"4683",7215652,7216202,"+","H37Rv",9363
"12704",7215652,7216202,"-","H37Rv",9364
"4684",7216202,7216752,"+","H37Rv",9365
"12705",7216202,7216752,"-","H37Rv",9366
"4685",7216752,7217302,"+","H37Rv",9367
"12706",7216752,7217302,"-","H37Rv",9368
"4686",7217302,7217852,"+","H37Rv",9369
"12707",7217302,7217852,"-","H37Rv",9370
"4687",7217852,7218402,"+","H37Rv",9371
"12708",7217852,7218402,"-","H37Rv",9372
"4688",7218402,7218952,"+","H37Rv",9373
"12709",7218402,7218952,"-","H37Rv",9374
"4689",7218952,7219502,"+","H37Rv",9375
"12710",7218952,7219502,"-","H37Rv",9376
"4690",7219502,7220052,"+","H37Rv",9377
"12711",7219502,7220052,"-","H37Rv",9378
"4691",7220052,7220602,"+","H37Rv",9379
"12712",7220052,7220602,"-","H37Rv",9380
"4692",7220602,7221152,"+","H37Rv",9381
"12713",7220602,7221152,"-","H37Rv",9382
"4693",7221152,7221702,"+","H37Rv",9383
"12714",7221152,7221702,"-","H37Rv",9384
"4694",7221702,7222252,"+","H37Rv",9385
"12715",7221702,7222252,"-","H37Rv",9386
"4695",7222252,7222802,"+","H37Rv",9387
"12716",7222252,7222802,"-","H37Rv",9388
"4696",7222802,7223352,"+","H37Rv",9389
"12717",7222802,7223352,"-","H37Rv",9390
"4697",7223352,7223902,"+","H37Rv",9391
"12718",7223352,7223902,"-","H37Rv",9392
"4698",7223902,7224452,"+","H37Rv",9393
"12719",7223902,7224452,"-","H37Rv",9394
"4699",7224452,7225002,"+","H37Rv",9395
"12720",7224452,7225002,"-","H37Rv",9396
"4700",7225002,7225552,"+","H37Rv",9397
"12721",7225002,7225552,"-","H37Rv",9398
"4701",7225552,7226102,"+","H37Rv",9399
"12722",7225552,7226102,"-","H37Rv",9400
"4702",7226102,7226652,"+","H37Rv",9401
"12723",7226102,7226652,"-","H37Rv",9402
"4703",7226652,7227202,"+","H37Rv",9403
"12724",7226652,7227202,"-","H37Rv",9404
"4704",7227202,7227752,"+","H37Rv",9405
"12725",7227202,7227752,"-","H37Rv",9406
"4705",7227752,7228302,"+","H37Rv",9407
"12726",7227752,7228302,"-","H37Rv",9408
"4706",7228302,7228852,"+","H37Rv",9409
"12727",7228302,7228852,"-","H37Rv",9410
"4707",7228852,7229402,"+","H37Rv",9411
"12728",7228852,7229402,"-","H37Rv",9412
"4708",7229402,7229952,"+","H37Rv",9413
"12729",7229402,7229952,"-","H37Rv",9414
"4709",7229952,7230502,"+","H37Rv",9415
"12730",7229952,7230502,"-","H37Rv",9416
"4710",7230502,7231052,"+","H37Rv",9417
"12731",7230502,7231052,"-","H37Rv",9418
"4711",7231052,7231602,"+","H37Rv",9419
"12732",7231052,7231602,"-","H37Rv",9420
"4712",7231602,7232152,"+","H37Rv",9421
"12733",7231602,7232152,"-","H37Rv",9422
"4713",7232152,7232702,"+","H37Rv",9423
"12734",7232152,7232702,"-","H37Rv",9424
"4714",7232702,7233252,"+","H37Rv",9425
"12735",7232702,7233252,"-","H37Rv",9426
"4715",7233252,7233802,"+","H37Rv",9427
"12736",7233252,7233802,"-","H37Rv",9428
"4716",7233802,7234352,"+","H37Rv",9429
"12737",7233802,7234352,"-","H37Rv",9430
"4717",7234352,7234902,"+","H37Rv",9431
"12738",7234352,7234902,"-","H37Rv",9432
"4718",7234902,7235452,"+","H37Rv",9433
"12739",7234902,7235452,"-","H37Rv",9434
"4719",7235452,7236002,"+","H37Rv",9435
"12740",7235452,7236002,"-","H37Rv",9436
"4720",7236002,7236552,"+","H37Rv",9437
"12741",7236002,7236552,"-","H37Rv",9438
"4721",7236552,7237102,"+","H37Rv",9439
"12742",7236552,7237102,"-","H37Rv",9440
"4722",7237102,7237652,"+","H37Rv",9441
"12743",7237102,7237652,"-","H37Rv",9442
"4723",7237652,7238202,"+","H37Rv",9443
"12744",7237652,7238202,"-","H37Rv",9444
"4724",7238202,7238752,"+","H37Rv",9445
"12745",7238202,7238752,"-","H37Rv",9446
"4725",7238752,7239302,"+","H37Rv",9447
"12746",7238752,7239302,"-","H37Rv",9448
"4726",7239302,7239852,"+","H37Rv",9449
"12747",7239302,7239852,"-","H37Rv",9450
"4727",7239852,7240402,"+","H37Rv",9451
"12748",7239852,7240402,"-","H37Rv",9452
"4728",7240402,7240952,"+","H37Rv",9453
"12749",7240402,7240952,"-","H37Rv",9454
"4729",7240952,7241502,"+","H37Rv",9455
"12750",7240952,7241502,"-","H37Rv",9456
"4730",7241502,7242052,"+","H37Rv",9457
"12751",7241502,7242052,"-","H37Rv",9458
"4731",7242052,7242602,"+","H37Rv",9459
"12752",7242052,7242602,"-","H37Rv",9460
"4732",7242602,7243152,"+","H37Rv",9461
"12753",7242602,7243152,"-","H37Rv",9462
"4733",7243152,7243702,"+","H37Rv",9463
"12754",7243152,7243702,"-","H37Rv",9464
"4734",7243702,7244252,"+","H37Rv",9465
"12755",7243702,7244252,"-","H37Rv",9466
"4735",7244252,7244802,"+","H37Rv",9467
"12756",7244252,7244802,"-","H37Rv",9468
"4736",7244802,7245352,"+","H37Rv",9469
"12757",7244802,7245352,"-","H37Rv",9470
"4737",7245352,7245902,"+","H37Rv",9471
"12758",7245352,7245902,"-","H37Rv",9472
"4738",7245902,7246452,"+","H37Rv",9473
"12759",7245902,7246452,"-","H37Rv",9474
"4739",7246452,7247002,"+","H37Rv",9475
"12760",7246452,7247002,"-","H37Rv",9476
"4740",7247002,7247552,"+","H37Rv",9477
"12761",7247002,7247552,"-","H37Rv",9478
"4741",7247552,7248102,"+","H37Rv",9479
"12762",7247552,7248102,"-","H37Rv",9480
"4742",7248102,7248652,"+","H37Rv",9481
"12763",7248102,7248652,"-","H37Rv",9482
"4743",7248652,7249202,"+","H37Rv",9483
"12764",7248652,7249202,"-","H37Rv",9484
"4744",7249202,7249752,"+","H37Rv",9485
"12765",7249202,7249752,"-","H37Rv",9486
"4745",7249752,7250302,"+","H37Rv",9487
"12766",7249752,7250302,"-","H37Rv",9488
"4746",7250302,7250852,"+","H37Rv",9489
"12767",7250302,7250852,"-","H37Rv",9490
"4747",7250852,7251402,"+","H37Rv",9491
"12768",7250852,7251402,"-","H37Rv",9492
"4748",7251402,7251952,"+","H37Rv",9493
"12769",7251402,7251952,"-","H37Rv",9494
"4749",7251952,7252502,"+","H37Rv",9495
"12770",7251952,7252502,"-","H37Rv",9496
"4750",7252502,7253052,"+","H37Rv",9497
"12771",7252502,7253052,"-","H37Rv",9498
"4751",7253052,7253602,"+","H37Rv",9499
"12772",7253052,7253602,"-","H37Rv",9500
"4752",7253602,7254152,"+","H37Rv",9501
"12773",7253602,7254152,"-","H37Rv",9502
"4753",7254152,7254702,"+","H37Rv",9503
"12774",7254152,7254702,"-","H37Rv",9504
"4754",7254702,7255252,"+","H37Rv",9505
"12775",7254702,7255252,"-","H37Rv",9506
"4755",7255252,7255802,"+","H37Rv",9507
"12776",7255252,7255802,"-","H37Rv",9508
"4756",7255802,7256352,"+","H37Rv",9509
"12777",7255802,7256352,"-","H37Rv",9510
"4757",7256352,7256902,"+","H37Rv",9511
"12778",7256352,7256902,"-","H37Rv",9512
"4758",7256902,7257452,"+","H37Rv",9513
"12779",7256902,7257452,"-","H37Rv",9514
"4759",7257452,7258002,"+","H37Rv",9515
"12780",7257452,7258002,"-","H37Rv",9516
"4760",7258002,7258552,"+","H37Rv",9517
"12781",7258002,7258552,"-","H37Rv",9518
"4761",7258552,7259102,"+","H37Rv",9519
"12782",7258552,7259102,"-","H37Rv",9520
"4762",7259102,7259652,"+","H37Rv",9521
"12783",7259102,7259652,"-","H37Rv",9522
"4763",7259652,7260202,"+","H37Rv",9523
"12784",7259652,7260202,"-","H37Rv",9524
"4764",7260202,7260752,"+","H37Rv",9525
"12785",7260202,7260752,"-","H37Rv",9526
"4765",7260752,7261302,"+","H37Rv",9527
"12786",7260752,7261302,"-","H37Rv",9528
"4766",7261302,7261852,"+","H37Rv",9529
"12787",7261302,7261852,"-","H37Rv",9530
"4767",7261852,7262402,"+","H37Rv",9531
"12788",7261852,7262402,"-","H37Rv",9532
"4768",7262402,7262952,"+","H37Rv",9533
"12789",7262402,7262952,"-","H37Rv",9534
"4769",7262952,7263502,"+","H37Rv",9535
"12790",7262952,7263502,"-","H37Rv",9536
"4770",7263502,7264052,"+","H37Rv",9537
"12791",7263502,7264052,"-","H37Rv",9538
"4771",7264052,7264602,"+","H37Rv",9539
"12792",7264052,7264602,"-","H37Rv",9540
"4772",7264602,7265152,"+","H37Rv",9541
"12793",7264602,7265152,"-","H37Rv",9542
"4773",7265152,7265702,"+","H37Rv",9543
"12794",7265152,7265702,"-","H37Rv",9544
"4774",7265702,7266252,"+","H37Rv",9545
"12795",7265702,7266252,"-","H37Rv",9546
"4775",7266252,7266802,"+","H37Rv",9547
"12796",7266252,7266802,"-","H37Rv",9548
"4776",7266802,7267352,"+","H37Rv",9549
"12797",7266802,7267352,"-","H37Rv",9550
"4777",7267352,7267902,"+","H37Rv",9551
"12798",7267352,7267902,"-","H37Rv",9552
"4778",7267902,7268452,"+","H37Rv",9553
"12799",7267902,7268452,"-","H37Rv",9554
"4779",7268452,7269002,"+","H37Rv",9555
"12800",7268452,7269002,"-","H37Rv",9556
"4780",7269002,7269552,"+","H37Rv",9557
"12801",7269002,7269552,"-","H37Rv",9558
"4781",7269552,7270102,"+","H37Rv",9559
"12802",7269552,7270102,"-","H37Rv",9560
"4782",7270102,7270652,"+","H37Rv",9561
"12803",7270102,7270652,"-","H37Rv",9562
"4783",7270652,7271202,"+","H37Rv",9563
"12804",7270652,7271202,"-","H37Rv",9564
"4784",7271202,7271752,"+","H37Rv",9565
"12805",7271202,7271752,"-","H37Rv",9566
"4785",7271752,7272302,"+","H37Rv",9567
"12806",7271752,7272302,"-","H37Rv",9568
"4786",7272302,7272852,"+","H37Rv",9569
"12807",7272302,7272852,"-","H37Rv",9570
"4787",7272852,7273402,"+","H37Rv",9571
"12808",7272852,7273402,"-","H37Rv",9572
"4788",7273402,7273952,"+","H37Rv",9573
"12809",7273402,7273952,"-","H37Rv",9574
"4789",7273952,7274502,"+","H37Rv",9575
"12810",7273952,7274502,"-","H37Rv",9576
"4790",7274502,7275052,"+","H37Rv",9577
"12811",7274502,7275052,"-","H37Rv",9578
"4791",7275052,7275602,"+","H37Rv",9579
"12812",7275052,7275602,"-","H37Rv",9580
"4792",7275602,7276152,"+","H37Rv",9581
"12813",7275602,7276152,"-","H37Rv",9582
"4793",7276152,7276702,"+","H37Rv",9583
"12814",7276152,7276702,"-","H37Rv",9584
"4794",7276702,7277252,"+","H37Rv",9585
"12815",7276702,7277252,"-","H37Rv",9586
"4795",7277252,7277802,"+","H37Rv",9587
"12816",7277252,7277802,"-","H37Rv",9588
"4796",7277802,7278352,"+","H37Rv",9589
"12817",7277802,7278352,"-","H37Rv",9590
"4797",7278352,7278902,"+","H37Rv",9591
"12818",7278352,7278902,"-","H37Rv",9592
"4798",7278902,7279452,"+","H37Rv",9593
"12819",7278902,7279452,"-","H37Rv",9594
"4799",7279452,7280002,"+","H37Rv",9595
"12820",7279452,7280002,"-","H37Rv",9596
"4800",7280002,7280552,"+","H37Rv",9597
"12821",7280002,7280552,"-","H37Rv",9598
"4801",7280552,7281102,"+","H37Rv",9599
"12822",7280552,7281102,"-","H37Rv",9600
"4802",7281102,7281652,"+","H37Rv",9601
"12823",7281102,7281652,"-","H37Rv",9602
"4803",7281652,7282202,"+","H37Rv",9603
"12824",7281652,7282202,"-","H37Rv",9604
"4804",7282202,7282752,"+","H37Rv",9605
"12825",7282202,7282752,"-","H37Rv",9606
"4805",7282752,7283302,"+","H37Rv",9607
"12826",7282752,7283302,"-","H37Rv",9608
"4806",7283302,7283852,"+","H37Rv",9609
"12827",7283302,7283852,"-","H37Rv",9610
"4807",7283852,7284402,"+","H37Rv",9611
"12828",7283852,7284402,"-","H37Rv",9612
"4808",7284402,7284952,"+","H37Rv",9613
"12829",7284402,7284952,"-","H37Rv",9614
"4809",7284952,7285502,"+","H37Rv",9615
"12830",7284952,7285502,"-","H37Rv",9616
"4810",7285502,7286052,"+","H37Rv",9617
"12831",7285502,7286052,"-","H37Rv",9618
"4811",7286052,7286602,"+","H37Rv",9619
"12832",7286052,7286602,"-","H37Rv",9620
"4812",7286602,7287152,"+","H37Rv",9621
"12833",7286602,7287152,"-","H37Rv",9622
"4813",7287152,7287702,"+","H37Rv",9623
"12834",7287152,7287702,"-","H37Rv",9624
"4814",7287702,7288252,"+","H37Rv",9625
"12835",7287702,7288252,"-","H37Rv",9626
"4815",7288252,7288802,"+","H37Rv",9627
"12836",7288252,7288802,"-","H37Rv",9628
"4816",7288802,7289352,"+","H37Rv",9629
"12837",7288802,7289352,"-","H37Rv",9630
"4817",7289352,7289902,"+","H37Rv",9631
"12838",7289352,7289902,"-","H37Rv",9632
"4818",7289902,7290452,"+","H37Rv",9633
"12839",7289902,7290452,"-","H37Rv",9634
"4819",7290452,7291002,"+","H37Rv",9635
"12840",7290452,7291002,"-","H37Rv",9636
"4820",7291002,7291552,"+","H37Rv",9637
"12841",7291002,7291552,"-","H37Rv",9638
"4821",7291552,7292102,"+","H37Rv",9639
"12842",7291552,7292102,"-","H37Rv",9640
"4822",7292102,7292652,"+","H37Rv",9641
"12843",7292102,7292652,"-","H37Rv",9642
"4823",7292652,7293202,"+","H37Rv",9643
"12844",7292652,7293202,"-","H37Rv",9644
"4824",7293202,7293752,"+","H37Rv",9645
"12845",7293202,7293752,"-","H37Rv",9646
"4825",7293752,7294302,"+","H37Rv",9647
"12846",7293752,7294302,"-","H37Rv",9648
"4826",7294302,7294852,"+","H37Rv",9649
"12847",7294302,7294852,"-","H37Rv",9650
"4827",7294852,7295402,"+","H37Rv",9651
"12848",7294852,7295402,"-","H37Rv",9652
"4828",7295402,7295952,"+","H37Rv",9653
"12849",7295402,7295952,"-","H37Rv",9654
"4829",7295952,7296502,"+","H37Rv",9655
"12850",7295952,7296502,"-","H37Rv",9656
"4830",7296502,7297052,"+","H37Rv",9657
"12851",7296502,7297052,"-","H37Rv",9658
"4831",7297052,7297602,"+","H37Rv",9659
"12852",7297052,7297602,"-","H37Rv",9660
"4832",7297602,7298152,"+","H37Rv",9661
"12853",7297602,7298152,"-","H37Rv",9662
"4833",7298152,7298702,"+","H37Rv",9663
"12854",7298152,7298702,"-","H37Rv",9664
"4834",7298702,7299252,"+","H37Rv",9665
"12855",7298702,7299252,"-","H37Rv",9666
"4835",7299252,7299802,"+","H37Rv",9667
"12856",7299252,7299802,"-","H37Rv",9668
"4836",7299802,7300352,"+","H37Rv",9669
"12857",7299802,7300352,"-","H37Rv",9670
"4837",7300352,7300902,"+","H37Rv",9671
"12858",7300352,7300902,"-","H37Rv",9672
"4838",7300902,7301452,"+","H37Rv",9673
"12859",7300902,7301452,"-","H37Rv",9674
"4839",7301452,7302002,"+","H37Rv",9675
"12860",7301452,7302002,"-","H37Rv",9676
"4840",7302002,7302552,"+","H37Rv",9677
"12861",7302002,7302552,"-","H37Rv",9678
"4841",7302552,7303102,"+","H37Rv",9679
"12862",7302552,7303102,"-","H37Rv",9680
"4842",7303102,7303652,"+","H37Rv",9681
"12863",7303102,7303652,"-","H37Rv",9682
"4843",7303652,7304202,"+","H37Rv",9683
"12864",7303652,7304202,"-","H37Rv",9684
"4844",7304202,7304752,"+","H37Rv",9685
"12865",7304202,7304752,"-","H37Rv",9686
"4845",7304752,7305302,"+","H37Rv",9687
"12866",7304752,7305302,"-","H37Rv",9688
"4846",7305302,7305852,"+","H37Rv",9689
"12867",7305302,7305852,"-","H37Rv",9690
"4847",7305852,7306402,"+","H37Rv",9691
"12868",7305852,7306402,"-","H37Rv",9692
"4848",7306402,7306952,"+","H37Rv",9693
"12869",7306402,7306952,"-","H37Rv",9694
"4849",7306952,7307502,"+","H37Rv",9695
"12870",7306952,7307502,"-","H37Rv",9696
"4850",7307502,7308052,"+","H37Rv",9697
"12871",7307502,7308052,"-","H37Rv",9698
"4851",7308052,7308602,"+","H37Rv",9699
"12872",7308052,7308602,"-","H37Rv",9700
"4852",7308602,7309152,"+","H37Rv",9701
"12873",7308602,7309152,"-","H37Rv",9702
"4853",7309152,7309702,"+","H37Rv",9703
"12874",7309152,7309702,"-","H37Rv",9704
"4854",7309702,7310252,"+","H37Rv",9705
"12875",7309702,7310252,"-","H37Rv",9706
"4855",7310252,7310802,"+","H37Rv",9707
"12876",7310252,7310802,"-","H37Rv",9708
"4856",7310802,7311352,"+","H37Rv",9709
"12877",7310802,7311352,"-","H37Rv",9710
"4857",7311352,7311902,"+","H37Rv",9711
"12878",7311352,7311902,"-","H37Rv",9712
"4858",7311902,7312452,"+","H37Rv",9713
"12879",7311902,7312452,"-","H37Rv",9714
"4859",7312452,7313002,"+","H37Rv",9715
"12880",7312452,7313002,"-","H37Rv",9716
"4860",7313002,7313552,"+","H37Rv",9717
"12881",7313002,7313552,"-","H37Rv",9718
"4861",7313552,7314102,"+","H37Rv",9719
"12882",7313552,7314102,"-","H37Rv",9720
"4862",7314102,7314652,"+","H37Rv",9721
"12883",7314102,7314652,"-","H37Rv",9722
"4863",7314652,7315202,"+","H37Rv",9723
"12884",7314652,7315202,"-","H37Rv",9724
"4864",7315202,7315752,"+","H37Rv",9725
"12885",7315202,7315752,"-","H37Rv",9726
"4865",7315752,7316302,"+","H37Rv",9727
"12886",7315752,7316302,"-","H37Rv",9728
"4866",7316302,7316852,"+","H37Rv",9729
"12887",7316302,7316852,"-","H37Rv",9730
"4867",7316852,7317402,"+","H37Rv",9731
"12888",7316852,7317402,"-","H37Rv",9732
"4868",7317402,7317952,"+","H37Rv",9733
"12889",7317402,7317952,"-","H37Rv",9734
"4869",7317952,7318502,"+","H37Rv",9735
"12890",7317952,7318502,"-","H37Rv",9736
