Table S2: Data for individual TA sites in the M. tuberculosis H37Rv genome (NC_018143.1).,,,,,,,,,,,,,
Coordinate,Matches Non Permissive Motif,Num. of Datasets with Insertions,Sum of Normalized Read Counts,Mean Normalized Read Count Among Replicates With Insertions,Low Coverage Site,ORF ID,tRNA,rRNA,DNA-Methylation-Site,TRIT-Site,5pUTR,Promoter,Essentiality State
2678148,,13,1370.2,105.4,,Rv2385,,,,,,,NE
2678157,,6,522.2,87,,Rv2385,,,,,,,NE
2678372,,14,1824.7,130.3,,Rv2385,,,,,,,NE
2678375,,12,1747.6,145.6,,Rv2385,,,,,,,NE
2678472,,7,393.6,56.2,,Rv2385,,,,,,,NE
2678526,,11,1949.8,177.3,,Rv2385,,,,,,,NE
2678612,,14,4611.8,329.4,,Rv2385,,,,,,,NE
2678635,,4,328.9,82.2,TRUE,Rv2385,,,,,,,NE
2678664,,0,0,0,TRUE,Rv2386c,,,,,,,GD
2678682,,4,294,73.5,TRUE,Rv2386c,,,,,,,GD
2678699,,1,7.7,7.7,TRUE,Rv2386c,,,,,,,GD
2678793,,6,133,22.2,TRUE,Rv2386c,,,,,,,GD
2678822,,0,0,0,TRUE,Rv2386c,,,,,,,GD
2678862,,0,0,0,TRUE,Rv2386c,,,,,,,GD
2679088,,1,30.8,30.8,TRUE,Rv2386c,,,,,,,GD
2679205,TRUE,0,0,0,TRUE,Rv2386c,,,,,,,GD
2679270,,2,69.1,34.5,TRUE,Rv2386c,,,,,,,GD
2679345,,1,21,21,TRUE,Rv2386c,,,,,,,GD
2679408,,2,31.3,15.7,TRUE,Rv2386c,,,,,,,GD
2679437,TRUE,0,0,0,TRUE,Rv2386c,,,,,,,GD
2679524,,1,23.1,23.1,TRUE,Rv2386c,,,,,,,GD
2679660,,2,17.6,8.8,TRUE,Rv2386c,,,,,,,GD
2679781,,2,34.5,17.2,TRUE,Rv2386c,,,,,,,GD
2679818,,12,748.3,62.4,,Rv2386c,,,,,,,NE
2679873,,13,889.9,68.5,,Rv2386c,,,,,,,NE
2679882,,14,1112.3,79.5,,Rv2386c,,,,,,,NE
2679904,TRUE,0,0,0,,Rv2386c,,,,,,,NE
2680019,,4,42.5,10.6,,,,,,,,,NE
2680022,,5,520.2,104,,,,,,,,,NE
2680028,,2,109.7,54.8,,,,,,,,,NE
2680033,,3,187.1,62.4,,,,,,,,,NE
2680038,,8,521.8,65.2,,,,,,,,,NE
2680042,,6,236.7,39.5,,,,,,,,,NE
2680185,,11,844.1,76.7,,,,,,,,,NE
2680231,,4,182,45.5,,,,,,,,,NE
2680284,,8,481.8,60.2,,,,,,,,,NE
2680291,,14,2810.5,200.8,,,,,,,,,NE
2680295,,14,3446.9,246.2,,,,,,,,PROM-138,NE
2680330,,13,4450.3,342.3,,,,,,,,PROM-138,NE
2680343,,10,1156.9,115.7,,,,,,,,PROM-138,NE
2680351,,14,3685.5,263.2,,,,,,,5pUTR-Rv2387,PROM-138,NE
2680372,,14,2239.8,160,,,,,,,5pUTR-Rv2387,PROM-138,NE
2680381,,5,154.3,30.9,,,,,,,5pUTR-Rv2387,PROM-138,NE
2680404,,14,3734.3,266.7,,,,,,,5pUTR-Rv2387,PROM-138,NE
2680441,TRUE,0,0,0,,,,,,,5pUTR-Rv2387,,NE
2680475,,13,1801.7,138.6,,,,,,,5pUTR-Rv2387,,NE
2680530,,11,904.5,82.2,,,,,,,5pUTR-Rv2387,,NE
2680594,,14,1204.8,86.1,,,,,,,5pUTR-Rv2387,,NE
2680647,,9,1267.3,140.8,,,,,,,5pUTR-Rv2387,,NE
2680675,,14,2825.8,201.8,,,,,,,5pUTR-Rv2387,,NE
2680695,,14,1979.1,141.4,,,,,,,5pUTR-Rv2387,,NE
2680709,,14,2050.1,146.4,,,,,,,5pUTR-Rv2387,,NE
2680761,,14,5671,405.1,,,,,,,5pUTR-Rv2387,,NE
2680838,,14,2879.2,205.7,,Rv2387,,,,,,,NE
2680886,,14,4196.4,299.7,,Rv2387,,,,,,,NE
2680895,,14,2707.4,193.4,,Rv2387,,,,,,,NE
2680905,,11,634.7,57.7,,Rv2387,,,,,,,NE
2680913,,14,2963.4,211.7,,Rv2387,,,,,,,NE
2681042,,14,7720.6,551.5,,Rv2387,,,,,,,NE
2681102,,11,691.8,62.9,,Rv2387,,,,,,,NE
2681105,,13,3196.6,245.9,,Rv2387,,,,,,,NE
2681142,,13,4914.9,378.1,,Rv2387,,,,,,,NE
2681180,,14,3292.1,235.1,,Rv2387,,,,,,,NE
2681234,,14,2158.8,154.2,,Rv2387,,,,,,,NE
2681279,,14,3761.1,268.7,,Rv2387,,,,,,,NE
2681300,,10,1591.4,159.1,,Rv2387,,,,,,,NE
2681589,,14,3104,221.7,,Rv2387,,,,,,,NE
2681631,,13,2583.4,198.7,,Rv2387,,,,,,,NE
2681674,,12,1113.9,92.8,,Rv2387,,,,,,,NE
2681774,,4,76,19,,Rv2387,,,,,,,NE
2681780,,13,3547.3,272.9,,Rv2387,,,,,,,NE
2681788,,10,1779.8,178,,Rv2387,,,,,,,NE
2681813,,14,13133,938.1,,Rv2387,,,,,,,NE
2681849,,14,10612.3,758,,Rv2387,,,,,,,NE
2681851,,8,151.9,19,,Rv2387,,,,,,,NE
2681939,,14,2209.5,157.8,,Rv2387,,,,,,,NE
2681966,,14,2118.9,151.4,,Rv2387,,,,,,,NE
2682026,TRUE,1,23.1,23.1,,"Rv2387,Rv2388c",,,,,,,NE
2682101,,11,967.8,88,,Rv2388c,,,,,,,NE
2682157,,2,63.9,32,,Rv2388c,,,,,,,NE
2682172,TRUE,3,48.3,16.1,,Rv2388c,,,,,,,NE
2682250,TRUE,0,0,0,,Rv2388c,,,,,,,NE
2682274,,8,530.1,66.3,,Rv2388c,,,,,,,NE
2682284,,12,1593.1,132.8,,Rv2388c,,,,,,,NE
2682329,,10,1377.4,137.7,,Rv2388c,,,,,,,NE
2682377,,11,596.5,54.2,,Rv2388c,,,,,,,NE
2682431,,12,1104.3,92,,Rv2388c,,,,,,,NE
2682476,,9,768.2,85.4,,Rv2388c,,,,,,,NE
2682569,,12,1661.5,138.5,,Rv2388c,,,,,,,NE
2682653,,14,5609.2,400.7,,Rv2388c,,,,,,,NE
2682691,TRUE,3,13.6,4.5,,Rv2388c,,,,,,,NE
2682797,,8,325.3,40.7,,Rv2388c,,,,,,,NE
2682962,,14,8763.2,625.9,,Rv2388c,,,,,,,NE
2682969,,13,1618.5,124.5,,Rv2388c,,,,,,,NE
2683073,,14,4654.9,332.5,,Rv2388c,,,,,,,NE
2683077,,14,3439.8,245.7,,Rv2388c,,,,,,,NE
2683091,,6,830.8,138.5,,Rv2388c,,,,,,,NE
2683127,,11,751.7,68.3,,Rv2388c,,,,,,,NE
2683192,,12,2906.7,242.2,,,,,,,5pUTR-Rv2388c,,NE
2683212,,11,1138.6,103.5,,,,,,,5pUTR-Rv2388c,,NE
2683219,,6,214,35.7,,,,,,,5pUTR-Rv2388c,,NE
2683226,,12,1986,165.5,,,,,,,5pUTR-Rv2388c,,NE
2683243,,13,2127.7,163.7,,,,,,,5pUTR-Rv2388c,,NE
2683350,,13,2903.8,223.4,,Rv2389c,,,,,5pUTR-Rv2388c,,GA
2683359,,14,2681.1,191.5,,Rv2389c,,,,,5pUTR-Rv2388c,,GA
2683395,,14,5952.4,425.2,,Rv2389c,,,,,5pUTR-Rv2388c,,GA
2683499,,14,7621.5,544.4,,Rv2389c,,,,,,PROM-429,GA
2683501,,11,999,90.8,,Rv2389c,,,,,,PROM-429,GA
2683509,TRUE,3,71.1,23.7,,Rv2389c,,,,,,PROM-429,GA
2683657,,14,5519.2,394.2,,Rv2389c,,,,,,,GA
2683701,,14,2007.1,143.4,,Rv2389c,,,,,,,GA
2683704,,12,5426.7,452.2,,Rv2389c,,,,,,,GA
2683722,,13,5702.6,438.7,,"Rv2389c,Rv2390c",,,,,,,GA
2683854,,14,3290.4,235,,Rv2390c,,,,,,,GA
2683960,,13,2967.2,228.2,,Rv2390c,,,,,,,GA
2683964,,14,8889.8,635,,Rv2390c,,,,,,,GA
2684053,,14,12461.8,890.1,,Rv2390c,,,,,,,GA
2684193,TRUE,2,37.7,18.9,TRUE,Rv2390c,,,,,,,GA
2684302,,0,0,0,TRUE,,,,,,,,ES
2684309,,0,0,0,TRUE,,,,,,,,ES
2684318,,0,0,0,TRUE,,,,,,,,ES
2684326,,0,0,0,TRUE,,,,,,,,ES
2684332,,0,0,0,TRUE,,,,,,,,ES
2684400,,6,436.1,72.7,,,,,,,,,NE
2684425,,11,1043.2,94.8,,,,,,,,,NE
2684604,,6,569,94.8,,,,,,,,,NE
2684621,,14,3753.4,268.1,,,,,,,,,NE
2684669,,6,57.5,9.6,,,,,,,,,NE
2684679,,12,3644.4,303.7,,,,,,,,,NE
2684848,,4,83.5,20.9,TRUE,Rv2391,,,,,,,NE
2684917,,8,143.2,17.9,TRUE,Rv2391,,,,,,,NE
2684938,,2,39.8,19.9,TRUE,Rv2391,,,,,,,NE
2684989,,9,255.3,28.4,TRUE,Rv2391,,,,,,,NE
2685081,TRUE,0,0,0,TRUE,Rv2391,,,,,,,NE
2685090,,5,57.6,11.5,TRUE,Rv2391,,,,,,,NE
2685115,,9,656,72.9,TRUE,Rv2391,,,,,,,NE
2685161,,4,32.7,8.2,TRUE,Rv2391,,,,,,,NE
2685212,,2,10.2,5.1,TRUE,Rv2391,,,,,,,NE
2685295,,8,297.5,37.2,TRUE,Rv2391,,,,,,,NE
2685334,,7,191.4,27.3,TRUE,Rv2391,,,,,,,NE
2685550,,7,221,31.6,TRUE,Rv2391,,,,,,,NE
2685556,TRUE,1,27.7,27.7,TRUE,Rv2391,,,,,,,NE
2685611,,4,177.3,44.3,TRUE,Rv2391,,,,,,,NE
2685643,,5,104.4,20.9,TRUE,Rv2391,,,,,,,GD
2685770,TRUE,0,0,0,TRUE,Rv2391,,,,,,,GD
2685844,,1,7.7,7.7,TRUE,Rv2391,,,,,,,GD
2686073,,0,0,0,TRUE,Rv2391,,,,,,,GD
2686282,,6,40.7,6.8,TRUE,Rv2391,,,,,,,GD
2686414,,4,12.9,3.2,TRUE,Rv2392,,,,,,,GD
2686557,,10,366.1,36.6,TRUE,Rv2392,,,,,,,GD
2686561,,7,166.8,23.8,TRUE,Rv2392,,,,,,,GD
2686624,,2,21.7,10.9,TRUE,Rv2392,,,,,,,GD
2686643,,1,2.2,2.2,TRUE,Rv2392,,,,,,,GD
2686650,,1,6.9,6.9,TRUE,Rv2392,,,,,,,GD
2686698,,6,26.4,4.4,TRUE,Rv2392,,,,,,,GD
2686842,,2,4.4,2.2,TRUE,Rv2392,,,,,,,GD
2686864,,0,0,0,TRUE,Rv2392,,,,,,,GD
2686930,,5,134,26.8,TRUE,Rv2392,,,,,,,GD
2686980,,2,25.7,12.8,TRUE,Rv2392,,,,,,,GD
2687006,,0,0,0,TRUE,Rv2392,,,,,,,GD
2687028,TRUE,0,0,0,TRUE,Rv2392,,,,,,,GD
2687335,TRUE,0,0,0,TRUE,Rv2393,,,,,,,GD
2687477,,7,586.3,83.8,TRUE,Rv2393,,,,,,,NE
2687535,,3,50.2,16.7,TRUE,Rv2393,,,,,,,NE
2687847,,7,110.4,15.8,TRUE,Rv2393,,,,,,PROM-168,NE
2687862,,0,0,0,TRUE,Rv2393,,,,,5pUTR-Rv2394,PROM-168,NE
2687870,,1,5.9,5.9,TRUE,Rv2393,,,,,5pUTR-Rv2394,PROM-168,NE
2687948,TRUE,0,0,0,TRUE,Rv2393,,,,,5pUTR-Rv2394,,NE
2687981,,13,1862.7,143.3,,Rv2393,,,,,5pUTR-Rv2394,,NE
2688169,TRUE,2,10.3,5.1,,Rv2394,,,,,,,NE
2688221,TRUE,0,0,0,,Rv2394,,,,,,,NE
2688257,,13,2776.6,213.6,,Rv2394,,,,,,,NE
2688306,,9,470.4,52.3,,Rv2394,,,,,,,NE
2688322,,5,193.4,38.7,,Rv2394,,,,,,,NE
2688404,,13,970.8,74.7,,Rv2394,,,,,,,NE
2688413,,14,1707.1,121.9,,Rv2394,,,,,,,NE
2688446,,14,1269.5,90.7,,Rv2394,,,,,,,NE
2688488,,14,3168.8,226.3,,Rv2394,,,,,,,NE
2688564,,5,200.4,40.1,,Rv2394,,,DNAMethylation-222,,,,NE
2688645,TRUE,5,421.2,84.2,,Rv2394,,,,,,,NE
2688743,,14,3242.1,231.6,,Rv2394,,,,,,,NE
2688803,,7,460.1,65.7,,Rv2394,,,,,,,NE
2688851,,11,1229.3,111.8,,Rv2394,,,,,,,NE
2688947,,8,284.5,35.6,,Rv2394,,,,,,,NE
2688983,,8,649.2,81.1,,Rv2394,,,,,,,NE
2689076,,10,893.2,89.3,,Rv2394,,,,,,,NE
2689137,,6,500.5,83.4,,Rv2394,,,,,,,NE
2689160,,7,475.1,67.9,,Rv2394,,,,,,,NE
2689178,,14,8289.7,592.1,,Rv2394,,,,,,,NE
2689180,,14,2457.7,175.6,,Rv2394,,,,,,,NE
2689244,,14,2565.2,183.2,,Rv2394,,,,,,,NE
2689266,,10,2225.3,222.5,,Rv2394,,,,,,,NE
2689382,,7,398,56.9,,Rv2394,,,,,,,NE
2689433,,14,3914,279.6,,Rv2394,,,,,,,NE
2689498,,14,1433.2,102.4,,Rv2394,,,,,,,NE
2689519,TRUE,1,41.5,41.5,,Rv2394,,,,,,,NE
2689607,,8,467.8,58.5,,Rv2394,,,,,,,NE
2689747,,12,921.7,76.8,,Rv2394,,,,,,,NE
2689840,,13,1847.3,142.1,,Rv2394,,,,,,,NE
2690000,,7,457.6,65.4,,,,,,,,,NE
2690037,,6,304.6,50.8,,,,,,,,PROM-1936,NE
2690061,TRUE,0,0,0,,,,,,,,PROM-1936,NE
2690068,,5,173.3,34.7,,,,,,,,PROM-1936,NE
2690075,,13,1270.1,97.7,,,,,,,,PROM-1936,NE
2690147,,14,3865.6,276.1,,Rv2395,,,,,,PROM-1936,NE
2690175,,14,3817.8,272.7,,Rv2395,,,,,,,NE
2690185,,8,501.2,62.6,,Rv2395,,,,,,,NE
2690215,,3,50.1,16.7,,Rv2395,,,,,,,NE
2690282,,14,5697,406.9,,Rv2395,,,,,,,NE
2690338,,4,161,40.2,,Rv2395,,,,,,,NE
2690379,,2,1362.9,681.5,,Rv2395,,,,,,,NE
2690430,,14,3691.6,263.7,,Rv2395,,,,,,,NE
2690478,,5,121.9,24.4,,Rv2395,,,,,,,NE
2690549,,4,142.1,35.5,,Rv2395,,,,,,,NE
2690563,,9,723.5,80.4,,Rv2395,,,,,,,NE
2690595,,12,1259.8,105,,Rv2395,,,,,,,NE
2690653,,13,2969,228.4,,Rv2395,,,,,,,NE
2690759,TRUE,5,304.3,60.9,,Rv2395,,,,,,,NE
2690773,,14,4832.2,345.2,,Rv2395,,,,,,,NE
2690785,,13,1397,107.5,,Rv2395,,,,,,,NE
2690820,,14,3302.2,235.9,,Rv2395,,,,,,,NE
2691077,,10,1092.8,109.3,,Rv2395,,,,,,,NE
2691130,,12,1910.7,159.2,,Rv2395,,,,,,,NE
2691177,,13,4507.9,346.8,,Rv2395,,,,,,,NE
2691270,,14,3753.3,268.1,,Rv2395,,,,,,,NE
2691312,,14,9438.4,674.2,,Rv2395,,,,,,,NE
2691323,,10,787,78.7,,Rv2395,,,,,,,NE
2691353,,12,3758.9,313.2,,Rv2395,,,,,,,NE
2691404,TRUE,4,112.3,28.1,,Rv2395,,,,,,,NE
2691580,,13,2554.6,196.5,,Rv2395,,,,,,,NE
2691616,,12,1448.5,120.7,,Rv2395,,,,,,,NE
2691637,,10,562.5,56.3,,Rv2395,,,,,,,NE
2691697,,13,675.9,52,,Rv2395,,,,,,,NE
2691707,,7,254.9,36.4,,Rv2395,,,,,,,NE
2691713,,14,12615.2,901.1,,Rv2395,,,,,,,GA
2691717,,14,17544,1253.1,,Rv2395,,,,,,,GA
2691774,,14,12839.2,917.1,,Rv2395,,,,,,,GA
2691868,,12,2180.9,181.7,,Rv2395,,,,,,,GA
2691870,,14,4564.2,326,,Rv2395,,,,,,,GA
2692002,,13,1300.5,100,,Rv2395,,,,,,,GA
2692029,,4,64.5,16.1,,Rv2395,,,,,,,GA
2692083,TRUE,0,0,0,,Rv2395,,,,,,,GA
2692316,,7,222.4,31.8,,Rv2395A,,,,,,,GA
2692411,,14,2827.8,202,,Rv2395A,,,,,,,GA
2692486,,7,150.9,21.6,,,,,,,,,GA
2692665,TRUE,3,72.7,24.2,,Rv2395B,,,,,,,GA
2692721,,13,1514.4,116.5,,Rv2395B,,,,,,,GA
2692723,,14,9227.5,659.1,,Rv2395B,,,,,,,GA
2692780,,12,2864.2,238.7,,,,,,,,,GA
2692840,TRUE,2,48.1,24.1,,Rv2396,,,,,,,GA
2692857,,14,11004.2,786,,Rv2396,,,,,,,GA
2692868,,13,3243.6,249.5,,Rv2396,,,,,,,GA
2692992,,14,6275.2,448.2,,Rv2396,,,,,,,GA
2693042,,14,2905.7,207.5,,Rv2396,,,,,,,GA
2693067,,14,10207.2,729.1,,Rv2396,,,,,,,GA
2693269,,7,67.2,9.6,,Rv2396,,,,,,,NE
2693450,TRUE,3,16.3,5.4,,Rv2396,,,,,,,NE
2693555,,9,718.4,79.8,,Rv2396,,,,,,,NE
2693598,,12,1592.3,132.7,,Rv2396,,,,,,,NE
2693642,TRUE,2,61.2,30.6,TRUE,Rv2396,,,,,,,NE
2693735,TRUE,0,0,0,TRUE,Rv2396,,,,,,,NE
2693789,TRUE,0,0,0,TRUE,Rv2396,,,,,,,NE
2693825,TRUE,5,181,36.2,TRUE,Rv2396,,,,,,,NE
2693892,,4,154.4,38.6,TRUE,Rv2396,,,,,,,NE
2693970,,3,31.9,10.6,TRUE,Rv2397c,,,,,,,GD
2694010,,6,43.4,7.2,TRUE,Rv2397c,,,,,,,GD
2694030,,2,6.4,3.2,TRUE,Rv2397c,,,,,,,GD
2694153,,3,26.8,8.9,TRUE,Rv2397c,,,,,,,GD
2694200,,2,6.5,3.2,TRUE,Rv2397c,,,,,,,GD
2694307,,5,32.6,6.5,TRUE,Rv2397c,,,,,,,GD
2694338,,2,5.3,2.6,TRUE,Rv2397c,,,,,,,GD
2694354,,2,12.2,6.1,TRUE,Rv2397c,,,,,,,GD
2694583,TRUE,2,11.2,5.6,TRUE,Rv2397c,,,,,,,GD
2694662,,1,27.7,27.7,TRUE,Rv2397c,,,,,,,GD
2694721,,2,15.2,7.6,TRUE,Rv2397c,,,,,,,GD
2694825,,5,27.2,5.4,TRUE,Rv2397c,,,,,,,GD
2694894,,2,9.2,4.6,TRUE,Rv2397c,,,,,,,GD
2694934,,3,15.4,5.1,TRUE,Rv2397c,,,,,,,GD
2694967,,9,230.6,25.6,TRUE,Rv2397c,,,,,,,NE
2695027,,13,1634.2,125.7,,Rv2398c,,,,,,,NE
2695088,,4,61.3,15.3,TRUE,Rv2398c,,,,,,,GD
2695097,,4,25.2,6.3,TRUE,Rv2398c,,,,,,,GD
2695115,,2,15.3,7.7,TRUE,Rv2398c,,,,,,,GD
2695190,,4,59.6,14.9,TRUE,Rv2398c,,,,,,,GD
2695219,,9,288.8,32.1,TRUE,Rv2398c,,,,,,,GD
2695229,,9,124,13.8,TRUE,Rv2398c,,,,,,,GD
2695339,,3,28.3,9.4,TRUE,Rv2398c,,,,,,,GD
2695527,,1,2.2,2.2,TRUE,Rv2398c,,,,,,,GD
2695612,,2,7.8,3.9,TRUE,Rv2398c,,,,,,,GD
2695620,TRUE,1,2.2,2.2,TRUE,Rv2398c,,,,,,,GD
2695633,,0,0,0,TRUE,Rv2398c,,,,,,,GD
2695654,,1,9,9,TRUE,Rv2398c,,,,,,,GD
2695668,,0,0,0,TRUE,Rv2398c,,,,,,,GD
2695682,,4,273.5,68.4,TRUE,Rv2398c,,,,,,,GD
2695729,TRUE,1,8.4,8.4,TRUE,Rv2398c,,,,,,,GD
2695757,,8,64.1,8,TRUE,Rv2398c,,,,,,,GD
2695784,,4,39,9.7,TRUE,Rv2398c,,,,,,,GD
2695854,,5,84.6,16.9,TRUE,Rv2399c,,,,,,,GD
2695890,,8,158,19.7,TRUE,Rv2399c,,,,,,,GD
2695899,TRUE,1,6.9,6.9,TRUE,Rv2399c,,,,,,,GD
2696018,TRUE,1,10.3,10.3,TRUE,Rv2399c,,,,,,,GD
2696049,,1,6.7,6.7,TRUE,Rv2399c,,,,,,,GD
2696105,,3,15.3,5.1,TRUE,Rv2399c,,,,,,,GD
2696266,,3,29.2,9.7,TRUE,Rv2399c,,,,,,,GD
2696324,,5,26,5.2,TRUE,Rv2399c,,,,,,,GD
2696436,TRUE,0,0,0,TRUE,Rv2399c,,,,,,,GD
2696567,,5,121.4,24.3,TRUE,Rv2399c,,,,,,,GD
2696673,,8,39.5,4.9,TRUE,Rv2400c,,,,,,,GD
2696837,,3,17.4,5.8,TRUE,Rv2400c,,,,,,,GD
2696859,,6,60.1,10,TRUE,Rv2400c,,,,,,,GD
2696912,,3,31.9,10.6,TRUE,Rv2400c,,,,,,,GD
2697006,,2,14.6,7.3,TRUE,Rv2400c,,,,,,,GD
2697100,,8,119.3,14.9,TRUE,Rv2400c,,,,,,,GD
2697127,,5,42,8.4,TRUE,Rv2400c,,,,,,,GD
2697156,,4,23.1,5.8,TRUE,Rv2400c,,,,,,,GD
2697164,,6,46.5,7.8,TRUE,Rv2400c,,,,,,,GD
2697220,,1,9,9,TRUE,Rv2400c,,,,,,,GD
2697265,TRUE,1,1,1,TRUE,Rv2400c,,,,,,,GD
2697409,,3,22,7.3,TRUE,Rv2400c,,,,,,,GD
2697450,,10,278.5,27.9,TRUE,Rv2400c,,,,,,,NE
2697457,,10,155.5,15.5,TRUE,Rv2400c,,,,,,,NE
2697537,,3,25,8.3,TRUE,Rv2400c,,,,,,,NE
2697559,,9,151.3,16.8,TRUE,Rv2400c,,,,,,,NE
2697625,TRUE,0,0,0,TRUE,Rv2400c,,,,,,PROM-1117,NE
2697661,,11,340.5,31,TRUE,Rv2400c,,,,,,PROM-1117,NE
2697685,TRUE,5,74.1,14.8,TRUE,Rv2400c,,,,,5pUTR-Rv2401,PROM-1117,NE
2697764,,0,0,0,TRUE,Rv2401,,,,,,,NE
2697889,,13,600.8,46.2,,Rv2401,,,,,,,NE
2697932,,11,631.1,57.4,,Rv2401,,,,,,,NE
2698053,,9,445.3,49.5,,"Rv2401,Rv2401A",,,,,,,NE
2698140,,0,0,0,,Rv2401A,,,,,,,NE
2698258,,14,5807.5,414.8,,,,,,,,,NE
2698260,,11,1260.9,114.6,,,,,,,,,NE
2698296,,13,2210.1,170,,,,,,,,,NE
2698340,,14,2986.5,213.3,,,,,,,,,NE
2698366,,14,3799.4,271.4,,,,,,,,,NE
2698478,,8,185.8,23.2,,,,,,,,,NE
2698546,,13,1321,101.6,,Rv2402,,,,,,,NE
2698593,,6,356.8,59.5,,Rv2402,,,,,,,NE
2698737,,9,466.9,51.9,,Rv2402,,,,,,,NE
2698767,,14,3500.2,250,,Rv2402,,,,,,,NE
2698811,,6,178.2,29.7,,Rv2402,,,,,,,NE
2698850,,14,4945.9,353.3,,Rv2402,,,,,,,NE
2698862,TRUE,4,459.3,114.8,,Rv2402,,,,,,,NE
2698992,,9,907.6,100.8,,Rv2402,,,,,,,NE
2699019,,10,1343.7,134.4,,Rv2402,,,,,,,NE
2699034,,10,771.9,77.2,,Rv2402,,,,,,,NE
2699047,,13,930.8,71.6,,Rv2402,,,,,,,NE
2699211,,13,1905.7,146.6,,Rv2402,,,,,,,NE
2699304,,11,1024.3,93.1,,Rv2402,,,,,,,NE
2699323,TRUE,3,221.4,73.8,,Rv2402,,,,,,,NE
2699343,,14,2576.4,184,,Rv2402,,,,,,,NE
2699421,,10,616.2,61.6,,Rv2402,,,,,,,NE
2699427,,14,1795.4,128.2,,Rv2402,,,,,,,NE
2699469,,14,6019.2,429.9,,Rv2402,,,,,,,NE
2699568,,14,2969.1,212.1,,Rv2402,,,,,,,NE
2699625,,5,188,37.6,,Rv2402,,,,,,,NE
2699664,,11,2680.2,243.7,,Rv2402,,,,,,,NE
2699712,,11,1156.8,105.2,,Rv2402,,,,,,,NE
2699752,,14,4043.8,288.8,,Rv2402,,,,,,,NE
2699925,,14,1291.5,92.2,,Rv2402,,,,,,,NE
2700015,,5,178.6,35.7,,Rv2402,,,,,,,NE
2700150,,5,303,60.6,,Rv2402,,,,,,,NE
2700223,,5,109.1,21.8,,Rv2402,,,,,,,NE
2700309,,12,1237.8,103.1,,Rv2402,,,,,,,NE
2700465,,14,4545.1,324.6,,Rv2402,,,,,,,NE
2700586,TRUE,1,7.7,7.7,,Rv2403c,,,,,,,NE
2700683,,6,1153,192.2,,Rv2403c,,,,,,,NE
2700719,,9,631.9,70.2,,Rv2403c,,,,,,,NE
2700996,,5,196.4,39.3,,Rv2403c,,,,,,,NE
2701017,,6,446.3,74.4,,Rv2403c,,,,,,,NE
2701052,,14,1332.9,95.2,,Rv2403c,,,,,,,NE
2701160,TRUE,0,0,0,,Rv2403c,,,,,,,NE
2701448,,6,110.4,18.4,,Rv2404c,,,,,,,NE
2701589,,9,202.7,22.5,,Rv2404c,,,,,,,NE
2701595,,14,1338.4,95.6,,Rv2404c,,,,,,,NE
2701700,,8,198.4,24.8,,Rv2404c,,,,,,,NE
2701715,,6,347.5,57.9,,Rv2404c,,,,,,,NE
2701781,,14,630.9,45.1,,Rv2404c,,,,,,,NE
2701811,,14,4306.8,307.6,,Rv2404c,,,,,,,NE
2701913,,13,1155.8,88.9,,Rv2404c,,,,,,,NE
2701994,,13,565.1,43.5,,Rv2404c,,,,,,,NE
2702132,,13,2404.2,184.9,,Rv2404c,,,,,,,NE
2702189,,5,56.2,11.2,,Rv2404c,,,,,,,NE
2702210,,11,621.2,56.5,,Rv2404c,,,,,,,NE
2702222,,11,614.6,55.9,,Rv2404c,,,,,,,NE
2702246,TRUE,1,21.2,21.2,,Rv2404c,,,,,,,NE
2702348,,5,118.4,23.7,,Rv2404c,,,,,,,NE
2702492,,14,859.3,61.4,,Rv2404c,,,,,,,NE
2702510,,11,1530.6,139.1,,Rv2404c,,,,,,,NE
2702519,,3,32.9,11,,Rv2404c,,,,,,,NE
2702547,,4,121.1,30.3,,Rv2404c,,,,,,,NE
2702690,,3,45.2,15.1,,Rv2404c,,,,,,,NE
2702768,,8,444.5,55.6,,Rv2404c,,,,,,,NE
2702861,,13,1760.5,135.4,,Rv2404c,,,,,,,NE
2702906,,12,673,56.1,,Rv2404c,,,,,,,NE
2702932,TRUE,2,20.9,10.4,,Rv2404c,,,,,,,NE
2702996,,12,1013.3,84.4,,Rv2404c,,,DNAMethylation-223,,,,NE
2703009,,14,759.5,54.2,,Rv2404c,,,,,,,NE
2703102,,10,494.1,49.4,,Rv2404c,,,,,,,NE
2703177,TRUE,0,0,0,,Rv2404c,,,,,,,NE
2703186,TRUE,3,225.2,75.1,,Rv2404c,,,,,,,NE
2703234,,13,2288.6,176,,Rv2404c,,,,,,,NE
2703320,,14,6359.3,454.2,,Rv2405,,,,,,,NE
2703498,,13,1641.3,126.3,,Rv2405,,,,,,,NE
2703558,,12,3354.3,279.5,,Rv2405,,,,,,,NE
2703705,,10,426.4,42.6,,Rv2405,,,,,,,NE
2703727,,5,68.6,13.7,,Rv2405,,,,,,,NE
2703751,,1,23.1,23.1,,Rv2405,,,,,,,NE
2703764,,9,356.3,39.6,,Rv2405,,,,,,,NE
2703811,,5,355.2,71,,Rv2405,,,,,,,NE
2703834,,9,761.5,84.6,,Rv2405,,,,,,,NE
2703846,,6,181.5,30.3,,Rv2405,,,,,,,NE
2704035,,14,2286,163.3,,Rv2406c,,,,,,,NE
2704102,,14,2749.4,196.4,,Rv2406c,,,,,,,NE
2704201,,11,935.5,85,,Rv2406c,,,,,,,NE
